platform,post_type,post_length,views,likes,comments,shares,engagement_rate,length category,total_interactions
Instagram,Video,84,25243,1934,183,219,0.0925405062789684,Long,2336
Instagram,Image,70,128793,1925,153,262,0.0181686892921199,Medium,2340
Instagram,Image,119,74231,2869,479,277,0.0488340450755075,Long,3625
Twitter,Video,5,76648,4644,790,436,0.0765838638972967,Short,5870
Twitter,Text,61,34059,1574,139,218,0.0566957338735723,Medium,1931
Facebook,Image,34,192939,6429,325,375,0.0369495021742623,Short,7129
Facebook,Video,62,75778,7073,802,328,0.1082504156879305,Medium,8203
Facebook,Video,111,78477,7360,1126,982,0.1206468137161206,Long,9468
Twitter,Image,56,57283,2717,389,80,0.0556185953947942,Medium,3186
Twitter,Image,41,65853,2992,349,133,0.052753860871942,Medium,3474
Facebook,Text,52,23001,866,82,63,0.0439546106691013,Medium,1011
Facebook,Text,91,5700,496,60,33,0.1033333333333333,Long,589
Twitter,Image,5,183229,11197,585,1251,0.0711295701008028,Short,13033
Facebook,Text,23,152157,2747,167,87,0.0197230492188989,Short,3001
Instagram,Video,50,194219,16857,1254,1382,0.1003660815883101,Medium,19493
Twitter,Text,71,15339,891,128,111,0.0736684268857161,Medium,1130
Facebook,Text,6,149906,7106,588,773,0.0564820620922444,Short,8467
Twitter,Video,60,128378,5187,588,529,0.0491049868357506,Medium,6304
Instagram,Text,105,296687,5621,804,287,0.0226231685244045,Long,6712
Twitter,Video,21,37930,3645,636,259,0.1196941734774584,Short,4540
Twitter,Text,96,174146,13359,1769,581,0.09020591917127,Long,15709
Twitter,Image,86,193745,4235,324,364,0.0254096879919481,Long,4923
Twitter,Text,101,31044,1738,335,166,0.0721234377013271,Long,2239
Instagram,Image,83,198833,11930,757,1217,0.0699280300553731,Long,13904
Twitter,Image,26,114997,2887,303,386,0.0310964633860013,Short,3576
Twitter,Image,109,85725,4153,781,116,0.0589093030037911,Long,5050
Facebook,Image,31,222405,15149,2126,1067,0.0824711674647602,Short,18342
Twitter,Image,59,28012,996,148,96,0.0442667428245037,Medium,1240
Facebook,Video,105,197768,7880,750,741,0.0473838032442053,Long,9371
Instagram,Video,36,102585,2152,132,49,0.0227421162938051,Short,2333
Instagram,Video,64,26694,1259,132,56,0.0542069378886641,Medium,1447
Instagram,Image,113,180460,11287,1245,1466,0.0775684362185525,Long,13998
Instagram,Text,87,218440,4475,405,389,0.0241210401025453,Long,5269
Facebook,Video,32,35835,2341,192,172,0.0754848611692479,Short,2705
Twitter,Text,32,120777,5531,571,757,0.0567906141069905,Short,6859
Instagram,Text,78,203470,14453,2108,429,0.0835012532560082,Medium,16990
Twitter,Image,88,20186,773,148,108,0.0509759239076587,Long,1029
Facebook,Image,29,163617,10007,1556,236,0.0721135334347897,Short,11799
Facebook,Image,89,245130,15970,2666,1487,0.0820911353159548,Long,20123
Facebook,Video,82,47391,3419,327,315,0.0856913759996623,Long,4061
Instagram,Image,90,110858,8660,568,892,0.0912879539591188,Long,10120
Twitter,Video,30,106199,2365,221,56,0.0248778237083211,Short,2642
Twitter,Video,112,178860,17326,1912,1541,0.1161746617466174,Long,20779
Twitter,Video,79,30401,2612,400,90,0.1020361172329857,Medium,3102
Facebook,Video,75,100764,6107,1165,245,0.0746000555754039,Medium,7517
Instagram,Image,21,63611,5733,982,275,0.1098866548238512,Short,6990
Facebook,Video,86,15202,675,60,67,0.0527562162873306,Long,802
Facebook,Image,11,197440,2583,446,182,0.0162631685575364,Short,3211
Twitter,Image,60,35135,2650,296,82,0.0861818699302689,Medium,3028
Facebook,Video,68,91121,8647,659,497,0.1075822258315865,Medium,9803
Twitter,Image,24,115944,2848,339,85,0.0282205202511557,Short,3272
Instagram,Text,42,261556,17772,2390,1889,0.084306993531022,Medium,22051
Twitter,Image,79,115765,9632,1584,890,0.1045739213060942,Medium,12106
Instagram,Image,112,68535,6267,642,457,0.1074779309841686,Long,7366
Twitter,Video,62,147969,5162,371,725,0.0422926423777953,Medium,6258
Facebook,Video,20,120328,2597,166,227,0.0248487467588591,Short,2990
Facebook,Image,55,155363,5019,335,679,0.0388316394508344,Medium,6033
Instagram,Video,31,190165,11789,2269,1123,0.0798306733626061,Short,15181
Instagram,Text,55,118056,10942,2109,754,0.1169360303584739,Medium,13805
Instagram,Text,79,282619,17643,3445,1589,0.0802387666788149,Medium,22677
Twitter,Video,20,177977,16510,1574,656,0.1052945043460671,Short,18740
Twitter,Image,91,81870,6492,511,699,0.0940759741052888,Long,7702
Instagram,Text,64,89366,5706,1124,842,0.0858492043954076,Medium,7672
Facebook,Text,80,126836,1517,300,79,0.0149484373521713,Long,1896
Twitter,Image,44,94814,3790,234,235,0.0449195266521821,Medium,4259
Twitter,Video,71,86285,1309,213,95,0.0187402213594483,Medium,1617
Twitter,Text,6,42185,1645,153,136,0.0458456797439848,Short,1934
Instagram,Image,106,69398,1083,201,122,0.0202599498544626,Long,1406
Instagram,Image,52,256326,6434,407,242,0.0276327801315512,Medium,7083
Instagram,Text,56,101682,4775,875,283,0.0583485769359375,Medium,5933
Instagram,Video,28,81593,4596,231,413,0.0642211954456877,Short,5240
Instagram,Text,97,162499,4800,615,463,0.0361725302924941,Long,5878
Facebook,Image,115,110518,8391,841,753,0.0903472737472629,Long,9985
Facebook,Text,114,58535,3695,421,283,0.0751516186896728,Long,4399
Instagram,Video,102,114626,8282,952,931,0.0886797061748643,Long,10165
Twitter,Image,88,116190,8824,1306,411,0.0907220931233324,Long,10541
Instagram,Video,86,199762,15066,805,855,0.0837296382695407,Long,16726
Facebook,Text,82,17060,1608,247,125,0.1160609613130129,Long,1980
Facebook,Text,86,184713,5790,308,639,0.0364727983412104,Long,6737
Twitter,Video,6,146679,5033,391,154,0.0380286203205639,Short,5578
Facebook,Text,69,234710,4336,611,151,0.0217204209449959,Medium,5098
Instagram,Video,24,68560,4342,273,528,0.075014585764294,Short,5143
Twitter,Text,38,197285,8989,1785,484,0.0570646526598575,Short,11258
Instagram,Video,45,94610,5171,866,751,0.0717471726033188,Medium,6788
Instagram,Video,45,197848,5002,779,725,0.0328838300109174,Medium,6506
Twitter,Image,116,181936,12447,1122,1358,0.0820453346231641,Long,14927
Instagram,Image,79,221381,14547,833,1646,0.0769081357478735,Medium,17026
Facebook,Video,95,35970,1216,239,127,0.0439810953572421,Long,1582
Instagram,Text,27,164282,8524,615,366,0.0578578298291961,Short,9505
Twitter,Text,42,46088,4170,728,354,0.1139559104322166,Medium,5252
Twitter,Text,48,193107,15374,1224,1892,0.0957500245977618,Medium,18490
Twitter,Video,71,13683,416,44,50,0.0372725279543959,Medium,510
Instagram,Video,66,198320,17669,2721,2417,0.1150010084711577,Medium,22807
Twitter,Video,16,168624,2707,519,371,0.0213314830629091,Short,3597
Twitter,Video,34,113789,5376,284,290,0.0522897643884734,Short,5950
Instagram,Image,99,235179,4047,360,460,0.0206948749675778,Long,4867
Facebook,Video,91,48321,4502,741,471,0.1182508640135758,Long,5714
Instagram,Text,69,125454,1714,130,231,0.0165399269851897,Medium,2075
Twitter,Image,45,176933,4177,278,183,0.0262133123837836,Medium,4638
Twitter,Text,24,172236,15906,905,1847,0.1083281079449128,Short,18658
Instagram,Video,10,87095,5434,681,407,0.0748837476318962,Short,6522
Facebook,Image,79,242012,19740,3260,1407,0.1008503710559807,Medium,24407
Twitter,Video,103,115610,1326,257,32,0.0139693798114349,Long,1615
Twitter,Image,8,178035,8495,765,1231,0.0589266155531215,Short,10491
Twitter,Text,97,5532,545,37,58,0.1156905278380332,Long,640
Instagram,Video,14,119527,7432,820,719,0.0750541718607511,Short,8971
Twitter,Video,55,153805,13299,775,700,0.0960566951659569,Medium,14774
Facebook,Image,97,86463,8362,833,883,0.1165585279252397,Long,10078
Twitter,Image,42,176186,12624,1848,1804,0.0923796442396104,Medium,16276
Twitter,Video,5,7456,294,22,12,0.0439914163090128,Short,328
Facebook,Image,108,6413,242,35,35,0.0486511772961172,Long,312
Twitter,Video,12,9085,149,29,11,0.0208035222894881,Short,189
Instagram,Image,106,164009,7954,1428,1170,0.0643379326744264,Long,10552
Instagram,Text,85,25563,2361,244,241,0.111332785666784,Long,2846
Instagram,Image,87,264605,14030,1588,871,0.0623155269174807,Long,16489
Facebook,Text,67,10386,955,107,65,0.1085114577315617,Medium,1127
Twitter,Image,37,102244,8541,1528,493,0.1033019052462736,Short,10562
Instagram,Image,19,64150,6323,1258,401,0.124427123928293,Short,7982
Facebook,Video,113,163644,15594,2711,1622,0.1217704284911148,Long,19927
Twitter,Image,35,128053,9422,1259,208,0.0850351026528078,Short,10889
Facebook,Image,25,233032,20602,1330,3003,0.1070024717635346,Short,24935
Instagram,Text,7,171343,13249,2559,1588,0.1015273457334119,Short,17396
Instagram,Image,70,185882,13626,2439,1939,0.0968571459312897,Medium,18004
Instagram,Video,39,81566,6068,1069,687,0.0959223205747492,Short,7824
Facebook,Text,45,147210,11025,1199,909,0.0892126893553427,Medium,13133
Facebook,Video,63,132549,5851,685,261,0.0512791495975073,Medium,6797
Instagram,Video,20,183441,8827,599,769,0.0555764523743328,Short,10195
Facebook,Video,60,149718,5459,1040,614,0.0475093175169318,Medium,7113
Instagram,Video,49,33812,789,151,103,0.0308470365550692,Medium,1043
Instagram,Text,119,93958,4816,424,299,0.0589518721130718,Long,5539
Twitter,Image,63,78181,7114,1098,614,0.1128918791010603,Medium,8826
Facebook,Video,54,17628,1209,97,121,0.0809507601542999,Medium,1427
Instagram,Text,89,29486,443,48,42,0.0180763752289222,Long,533
Instagram,Video,16,266290,22104,2107,592,0.0931428142250929,Short,24803
Facebook,Image,96,42266,3980,431,329,0.1121468792883168,Long,4740
Twitter,Text,16,90268,7641,736,956,0.1033921212389772,Short,9333
Twitter,Text,37,48557,3665,373,455,0.0925304281565994,Short,4493
Instagram,Image,88,221033,5196,876,446,0.0294888093633077,Long,6518
Facebook,Text,108,211803,8770,833,1261,0.0512929467476853,Long,10864
Twitter,Image,53,18494,1125,193,143,0.0789985941386395,Medium,1461
Facebook,Text,25,155643,2633,355,305,0.0211573922373637,Short,3293
Facebook,Text,64,37486,733,122,63,0.0244891426132422,Medium,918
Instagram,Image,56,224508,21122,3967,2044,0.1208553815454237,Medium,27133
Twitter,Image,58,63635,4660,329,228,0.0819831853539718,Medium,5217
Instagram,Text,43,136197,4733,480,422,0.0413738922296379,Medium,5635
Twitter,Text,109,50814,2005,116,177,0.0452237572322588,Long,2298
Twitter,Image,53,125141,5581,619,258,0.0516057886703798,Medium,6458
Twitter,Image,110,152390,2553,218,366,0.0205853402454229,Long,3137
Twitter,Text,68,64363,4925,668,255,0.090859655392073,Medium,5848
Twitter,Text,104,45162,1170,195,39,0.0310880829015544,Long,1404
Facebook,Text,90,130083,10726,1318,865,0.099236641221374,Long,12909
Instagram,Image,30,12590,1084,108,118,0.1040508339952343,Short,1310
Facebook,Text,75,37850,2553,186,115,0.0754029062087186,Medium,2854
Twitter,Video,11,145206,11512,621,503,0.0870211974711788,Short,12636
Instagram,Image,76,292374,7445,1129,401,0.0306969839999452,Medium,8975
Twitter,Text,66,17058,1054,57,62,0.0687653886739359,Medium,1173
Instagram,Image,94,84837,6015,1131,312,0.0879097563563068,Long,7458
Facebook,Video,92,106397,7398,1029,600,0.0848426177429814,Long,9027
Instagram,Image,28,294183,6047,622,135,0.0231284608559977,Short,6804
Instagram,Text,44,257903,10572,595,331,0.0445826531680515,Medium,11498
Instagram,Video,116,201892,7924,887,909,0.0481445525330374,Long,9720
Instagram,Video,80,48525,2985,537,219,0.0770942812982998,Long,3741
Instagram,Text,51,131681,10385,2029,694,0.0995435939885025,Medium,13108
Twitter,Text,12,86194,5288,331,112,0.0664895468362067,Short,5731
Instagram,Text,58,164515,12821,2135,753,0.0954867337324864,Medium,15709
Instagram,Image,13,271116,5126,454,649,0.0229754053615426,Short,6229
Facebook,Image,7,67936,6048,646,388,0.104245171926519,Short,7082
Instagram,Image,58,114877,6696,884,972,0.0744448410038563,Medium,8552
Facebook,Text,25,32519,434,86,30,0.0169131892124604,Short,550
Twitter,Text,99,104417,7088,576,569,0.0788473141346715,Long,8233
Instagram,Image,52,60881,3443,239,427,0.0674923210853961,Medium,4109
Facebook,Video,51,27732,827,115,122,0.0383672291937112,Medium,1064
Facebook,Image,92,151745,11957,2127,816,0.0981910441859698,Long,14900
Twitter,Video,72,77909,7325,1078,260,0.111193828697583,Medium,8663
Instagram,Text,88,253271,9888,1009,870,0.0464601158442932,Long,11767
Instagram,Text,67,10720,583,114,56,0.0702425373134328,Medium,753
Facebook,Image,20,62115,1337,266,193,0.0289141109232874,Short,1796
Instagram,Image,78,56940,5334,883,393,0.1160871092377941,Medium,6610
Facebook,Text,111,139225,5386,917,171,0.0465002693481774,Long,6474
Instagram,Image,94,76762,2113,346,221,0.034913108048253,Long,2680
Facebook,Text,97,202584,10748,952,244,0.0589582592899735,Long,11944
Instagram,Text,9,174091,2419,175,182,0.0159456835792775,Short,2776
Twitter,Video,15,86833,2844,378,208,0.0395011113286423,Short,3430
Instagram,Image,33,285350,4591,886,243,0.0200455580865603,Short,5720
Instagram,Text,113,277880,5964,1083,866,0.0284763207139772,Long,7913
Twitter,Image,83,108937,2188,144,158,0.022857247767058,Long,2490
Instagram,Video,74,143043,12661,741,1725,0.1057514174059548,Medium,15127
Twitter,Video,52,58577,5490,994,477,0.1188350376427608,Medium,6961
Instagram,Image,19,262989,13861,1967,1755,0.0668583096631418,Short,17583
Facebook,Image,111,159796,10664,1019,839,0.0783624120753961,Long,12522
Facebook,Text,88,134003,9732,1306,1449,0.0931844809444564,Long,12487
Instagram,Video,38,258686,11697,973,1207,0.0536441863881307,Short,13877
Instagram,Video,64,60155,2605,500,104,0.0533455240628376,Medium,3209
Instagram,Video,66,133491,9451,1645,196,0.084589972357687,Medium,11292
Facebook,Image,6,145180,6374,1238,897,0.0586100013776002,Short,8509
Instagram,Text,112,82613,5146,401,562,0.0739471995932843,Long,6109
Facebook,Image,84,203783,11486,2027,388,0.068214718597724,Long,13901
Twitter,Image,23,58938,3371,451,393,0.0715158301944416,Short,4215
Facebook,Image,102,104163,8816,870,436,0.0971746205466432,Long,10122
Facebook,Text,53,71498,5245,639,656,0.0914710901004223,Medium,6540
Twitter,Image,82,19751,1905,365,189,0.1245000253151739,Long,2459
Facebook,Video,92,114161,9268,1424,334,0.0965828960853531,Long,11026
Instagram,Video,32,206818,4781,497,139,0.0261921109381195,Short,5417
Instagram,Video,52,299534,22903,4580,1845,0.0979120901133093,Medium,29328
Facebook,Text,100,104213,7285,742,1032,0.0869277345436749,Long,9059
Instagram,Image,41,113712,7748,1333,723,0.0862178134233854,Medium,9804
Facebook,Text,78,235781,12559,2105,1490,0.0685127300333784,Medium,16154
Instagram,Image,53,65403,1021,161,82,0.0193263305964558,Medium,1264
Instagram,Video,113,294003,28116,4229,1966,0.1167028907868287,Long,34311
Facebook,Image,52,154950,13430,890,1704,0.1034140045175863,Medium,16024
Instagram,Image,77,104124,5603,1116,449,0.0688409972724828,Medium,7168
Facebook,Image,92,128940,3129,232,120,0.0269970528928183,Long,3481
Instagram,Text,104,294244,24776,3454,1379,0.100627370481641,Long,29609
Instagram,Image,33,198356,9671,844,899,0.0575430034886769,Short,11414
Twitter,Image,64,193048,8708,655,629,0.051759147983921,Medium,9992
Twitter,Image,33,173095,12096,1619,818,0.0839596753227996,Short,14533
Facebook,Text,62,120350,9421,1652,1007,0.1003739094308267,Medium,12080
Twitter,Text,52,180781,2830,301,290,0.018923448813758,Medium,3421
Facebook,Text,27,124792,9868,607,600,0.0887476761330854,Short,11075
Twitter,Image,31,56524,4298,617,286,0.0920140117472224,Short,5201
Instagram,Video,99,107757,6791,1120,799,0.0808300156834358,Long,8710
Facebook,Video,111,88049,3562,336,497,0.0499153880225783,Long,4395
Facebook,Video,11,47974,1191,182,74,0.0301621711760536,Short,1447
Instagram,Image,53,182550,3512,215,203,0.0215283483976992,Medium,3930
Facebook,Video,58,56768,573,59,31,0.011679114994363,Medium,663
Facebook,Video,113,214468,6129,742,235,0.0331331480687095,Long,7106
Twitter,Video,72,50544,2376,397,164,0.0581077872744539,Medium,2937
Facebook,Image,82,152122,4856,489,422,0.0379103614204388,Long,5767
Instagram,Video,110,155856,5892,695,529,0.0456575300277178,Long,7116
Twitter,Video,46,13774,621,89,68,0.0564832292725424,Medium,778
Twitter,Image,78,168040,6342,910,170,0.0441680552249464,Medium,7422
Instagram,Text,63,82678,6218,793,578,0.0917898352645201,Medium,7589
Instagram,Video,48,30158,1636,162,86,0.0624709861396644,Medium,1884
Twitter,Text,102,73587,863,129,44,0.0140785736611086,Long,1036
Facebook,Video,30,231184,7028,1233,862,0.0394620734998961,Short,9123
Twitter,Image,27,137187,10133,740,404,0.0822016663386472,Short,11277
Instagram,Text,77,64317,2385,241,149,0.0431456691077009,Medium,2775
Twitter,Text,105,8371,776,116,79,0.1159956994385378,Long,971
Instagram,Text,12,179447,13304,2173,1377,0.0939218822270642,Short,16854
Twitter,Text,57,115538,4170,697,109,0.0430680814969966,Medium,4976
Facebook,Video,18,246306,13910,2058,409,0.0664904630825071,Short,16377
Twitter,Video,75,104126,7294,887,767,0.0859343487697597,Medium,8948
Twitter,Text,11,10338,283,41,40,0.0352099052041013,Short,364
Instagram,Video,13,158079,5083,357,761,0.0392272218321219,Short,6201
Instagram,Text,7,269621,15002,1217,2225,0.0684071344591111,Short,18444
Instagram,Text,82,214743,20022,3786,1315,0.1169910078559021,Long,25123
Twitter,Image,21,44423,1819,342,93,0.0507394817999684,Short,2254
Facebook,Text,118,78973,3647,578,119,0.0550061413394451,Long,4344
Instagram,Video,48,296380,8048,797,501,0.0315338416897226,Medium,9346
Instagram,Text,90,136440,8648,1274,484,0.0762679566109645,Long,10406
Twitter,Image,50,27839,2132,326,202,0.0955494091023384,Medium,2660
Instagram,Video,94,122537,6084,774,413,0.0593371797905938,Long,7271
Facebook,Image,62,114902,8907,1445,446,0.0939757358444587,Medium,10798
Facebook,Image,32,104051,3874,210,385,0.0429500917819146,Short,4469
Instagram,Text,113,12139,893,78,55,0.0845209654831534,Long,1026
Instagram,Image,18,163213,5426,917,357,0.0410506516025071,Short,6700
Twitter,Image,13,110314,8853,1689,865,0.1034048262233261,Short,11407
Facebook,Video,119,67262,5700,1034,201,0.1031042787904017,Long,6935
Facebook,Image,30,140776,11514,1813,1389,0.1045348638972552,Short,14716
Instagram,Text,6,137959,4054,303,589,0.0358512311628817,Short,4946
Twitter,Text,79,13975,1012,106,84,0.0860107334525939,Medium,1202
